ARG_Name,MGE_Name,Patient_ID,Label
ANT6,gene:plasmid:15664,16,PostFMT Only
ANT6,gene:plasmid:15665,16,PostFMT Only
ASR,gene:proph:163918,16,PostFMT Only
ASR,gene:proph:163921,16,PostFMT Only
ASR,gene:proph:163927,16,PostFMT Only
ASR,gene:proph:163930,16,PostFMT Only
ASR,gene:proph:163934,16,PostFMT Only
ASR,gene:proph:163935,16,PostFMT Only
ASR,gene:proph:163937,16,PostFMT Only
ASR,gene:proph:163942,16,PostFMT Only
ASR,gene:proph:163944,16,PostFMT Only
ASR,gene:proph:163947,16,PostFMT Only
ASR,gene:proph:163948,16,PostFMT Only
CFX,gene:plasmid:141426,16,PostFMT Only
CORA,gene:plasmid:24561,16,PostFMT Only
CORB,gene:proph:163976,16,PostFMT Only
CRP,gene:plasmid:120162,16,PostFMT Only
CRP,gene:plasmid:151260,16,PostFMT Only
CRP,gene:plasmid:21818,16,PostFMT Only
CUSR,gene:plasmid:151280,16,PostFMT Only
DNAK,gene:plasmid:158140,16,PostFMT Only
DSBA,gene:plasmid:157741,16,PostFMT Only
EVGA,gene:plasmid:134726,16,PostFMT Only
EVGA,gene:proph:181243,16,PostFMT Only
EVGA,gene:proph:182641,16,PostFMT Only
EVGA,gene:proph:182647,16,PostFMT Only
EVGA,gene:proph:182649,16,PostFMT Only
EVGA,gene:proph:183583,16,PostFMT Only
EVGA,gene:proph:183597,16,PostFMT Only
FECD,gene:plasmid:156052,16,PostFMT Only
FECD,gene:plasmid:24510,16,PostFMT Only
FECD,gene:plasmid:25392,16,PostFMT Only
FECD,gene:plasmid:25689,16,PostFMT Only
FECD,gene:plasmid:88328,16,PostFMT Only
FECD,gene:plasmid:88329,16,PostFMT Only
MDTM,gene:plasmid:142025,16,PostFMT Only
MEFE,gene:plasmid:141426,16,PostFMT Only
MNTH,gene:plasmid:134726,16,PostFMT Only
MNTP,gene:proph:183581,16,PostFMT Only
MSBA,gene:proph:163818,16,PostFMT Only
MSBA,gene:proph:183644,16,PostFMT Only
PMRF,gene:plasmid:16111,16,PostFMT Only
PSTS,gene:plasmid:119683,16,PostFMT Only
PSTS,gene:plasmid:119684,16,PostFMT Only
PSTS,gene:proph:163834,16,PostFMT Only
RPOS,gene:plasmid:158858,16,PostFMT Only
SITABCD,gene:plasmid:123291,16,PostFMT Only
SITABCD,gene:plasmid:123292,16,PostFMT Only
SITABCD,gene:plasmid:123293,16,PostFMT Only
SITABCD,gene:plasmid:123294,16,PostFMT Only
SITABCD,gene:plasmid:123295,16,PostFMT Only
SITABCD,gene:plasmid:123314,16,PostFMT Only
SITABCD,gene:plasmid:123316,16,PostFMT Only
SITABCD,gene:plasmid:123317,16,PostFMT Only
SITABCD,gene:plasmid:123318,16,PostFMT Only
SITABCD,gene:plasmid:123319,16,PostFMT Only
SUGE,gene:plasmid:109300,16,PostFMT Only
SUGE,gene:plasmid:123353,16,PostFMT Only
TEHA,gene:vir:1321,16,PostFMT Only
YDEI,gene:proph:159061,16,PostFMT Only
YDEI,gene:proph:163928,16,PostFMT Only
YDEI,gene:proph:163940,16,PostFMT Only
ZNTR,gene:plasmid:151260,16,PostFMT Only
ACRS,gene:plasmid:123257,17,PostFMT Only
ACRS,gene:proph:163818,17,PostFMT Only
AMPH,gene:plasmid:123175,17,PostFMT Only
AMPH,gene:plasmid:88435,17,PostFMT Only
AMPH,gene:plasmid:88437,17,PostFMT Only
ARIR,gene:proph:172517,17,PostFMT Only
ARIR,gene:proph:172518,17,PostFMT Only
ARIR,gene:proph:172519,17,PostFMT Only
ARIR,gene:proph:172520,17,PostFMT Only
ARIR,gene:proph:172521,17,PostFMT Only
ARIR,gene:proph:172522,17,PostFMT Only
ARIR,gene:proph:172523,17,PostFMT Only
ARIR,gene:proph:172524,17,PostFMT Only
CFX,gene:plasmid:141426,17,PostFMT Only
COMR,gene:proph:172517,17,PostFMT Only
COMR,gene:proph:172518,17,PostFMT Only
COMR,gene:proph:172519,17,PostFMT Only
COMR,gene:proph:172520,17,PostFMT Only
COMR,gene:proph:172521,17,PostFMT Only
COMR,gene:proph:172522,17,PostFMT Only
COMR,gene:proph:172523,17,PostFMT Only
COMR,gene:proph:172524,17,PostFMT Only
COPA,gene:plasmid:151280,17,PostFMT Only
COPA,gene:proph:176040,17,PostFMT Only
COPA,gene:vir:4533,17,PostFMT Only
CORB,gene:proph:163976,17,PostFMT Only
CRP,gene:plasmid:21818,17,PostFMT Only
CUTC,gene:proph:163858,17,PostFMT Only
CUTC,gene:proph:163918,17,PostFMT Only
CUTC,gene:proph:163928,17,PostFMT Only
CUTC,gene:proph:163934,17,PostFMT Only
CUTC,gene:proph:163935,17,PostFMT Only
CUTC,gene:proph:163947,17,PostFMT Only
CUTC,gene:proph:169106,17,PostFMT Only
CUTC,gene:proph:169107,17,PostFMT Only
CUTC,gene:proph:169109,17,PostFMT Only
CUTC,gene:proph:172429,17,PostFMT Only
CUTC,gene:proph:172441,17,PostFMT Only
CUTC,gene:proph:172443,17,PostFMT Only
CUTC,gene:proph:172550,17,PostFMT Only
CUTC,gene:proph:172557,17,PostFMT Only
CUTC,gene:proph:173951,17,PostFMT Only
CUTC,gene:proph:176709,17,PostFMT Only
CUTC,gene:proph:176722,17,PostFMT Only
CUTC,gene:proph:176723,17,PostFMT Only
CUTC,gene:proph:176724,17,PostFMT Only
CUTC,gene:proph:176727,17,PostFMT Only
CUTC,gene:proph:176732,17,PostFMT Only
CUTC,gene:proph:176799,17,PostFMT Only
CUTC,gene:proph:176800,17,PostFMT Only
CUTC,gene:proph:176804,17,PostFMT Only
CUTC,gene:proph:176810,17,PostFMT Only
CUTC,gene:proph:176811,17,PostFMT Only
CUTC,gene:proph:176814,17,PostFMT Only
CUTC,gene:proph:177482,17,PostFMT Only
CUTC,gene:proph:177484,17,PostFMT Only
CUTC,gene:proph:177498,17,PostFMT Only
CUTC,gene:proph:177500,17,PostFMT Only
CUTC,gene:proph:177584,17,PostFMT Only
CUTC,gene:proph:179244,17,PostFMT Only
CUTC,gene:proph:179440,17,PostFMT Only
CUTC,gene:proph:181134,17,PostFMT Only
CUTC,gene:proph:181136,17,PostFMT Only
CUTC,gene:proph:181137,17,PostFMT Only
CUTC,gene:proph:181145,17,PostFMT Only
CUTC,gene:proph:181296,17,PostFMT Only
CUTC,gene:proph:182918,17,PostFMT Only
CUTC,gene:proph:183581,17,PostFMT Only
CUTC,gene:vir:108417,17,PostFMT Only
CUTC,gene:vir:108421,17,PostFMT Only
CUTC,gene:vir:1321,17,PostFMT Only
CUTC,gene:vir:79536,17,PostFMT Only
EMRR,gene:plasmid:88431,17,PostFMT Only
EMRR,gene:plasmid:88432,17,PostFMT Only
EMRR,gene:plasmid:88433,17,PostFMT Only
EMRR,gene:plasmid:88447,17,PostFMT Only
EMRR,gene:plasmid:88448,17,PostFMT Only
EMRR,gene:plasmid:93474,17,PostFMT Only
EMRR,gene:plasmid:93482,17,PostFMT Only
EMRR,gene:proph:183000,17,PostFMT Only
EMRR,gene:proph:183012,17,PostFMT Only
EVGA,gene:plasmid:134726,17,PostFMT Only
EVGA,gene:proph:177459,17,PostFMT Only
EVGA,gene:proph:181242,17,PostFMT Only
EVGA,gene:proph:182649,17,PostFMT Only
EVGA,gene:proph:183041,17,PostFMT Only
EVGA,gene:proph:183583,17,PostFMT Only
EVGA,gene:proph:183597,17,PostFMT Only
EVGA,gene:proph:184642,17,PostFMT Only
EVGA,gene:proph:184644,17,PostFMT Only
EVGA,gene:vir:7156,17,PostFMT Only
GADX,gene:plasmid:21818,17,PostFMT Only
KDPE,gene:proph:159028,17,PostFMT Only
KDPE,gene:proph:159032,17,PostFMT Only
KDPE,gene:proph:159036,17,PostFMT Only
KDPE,gene:proph:159058,17,PostFMT Only
KDPE,gene:proph:159076,17,PostFMT Only
KDPE,gene:proph:163832,17,PostFMT Only
KDPE,gene:proph:163837,17,PostFMT Only
KDPE,gene:proph:163940,17,PostFMT Only
KDPE,gene:proph:169115,17,PostFMT Only
KDPE,gene:proph:172415,17,PostFMT Only
KDPE,gene:proph:172438,17,PostFMT Only
KDPE,gene:proph:172451,17,PostFMT Only
KDPE,gene:proph:172466,17,PostFMT Only
KDPE,gene:proph:175285,17,PostFMT Only
KDPE,gene:proph:176058,17,PostFMT Only
KDPE,gene:proph:176073,17,PostFMT Only
KDPE,gene:proph:176088,17,PostFMT Only
KDPE,gene:proph:176765,17,PostFMT Only
KDPE,gene:proph:176792,17,PostFMT Only
KDPE,gene:proph:177557,17,PostFMT Only
KDPE,gene:proph:177577,17,PostFMT Only
KDPE,gene:proph:179454,17,PostFMT Only
KDPE,gene:proph:179456,17,PostFMT Only
KDPE,gene:proph:181166,17,PostFMT Only
KDPE,gene:proph:181172,17,PostFMT Only
KDPE,gene:proph:181305,17,PostFMT Only
KDPE,gene:proph:181314,17,PostFMT Only
KDPE,gene:proph:181315,17,PostFMT Only
KDPE,gene:proph:181324,17,PostFMT Only
KDPE,gene:proph:182930,17,PostFMT Only
KDPE,gene:proph:183637,17,PostFMT Only
KDPE,gene:vir:108716,17,PostFMT Only
KDPE,gene:vir:165,17,PostFMT Only
KDPE,gene:vir:3428,17,PostFMT Only
KDPE,gene:vir:3429,17,PostFMT Only
KDPE,gene:vir:3431,17,PostFMT Only
KDPE,gene:vir:3432,17,PostFMT Only
KDPE,gene:vir:3433,17,PostFMT Only
KDPE,gene:vir:3434,17,PostFMT Only
KDPE,gene:vir:3435,17,PostFMT Only
KDPE,gene:vir:3436,17,PostFMT Only
KDPE,gene:vir:3472,17,PostFMT Only
MARR,gene:proph:163858,17,PostFMT Only
MARR,gene:proph:163918,17,PostFMT Only
MARR,gene:proph:163928,17,PostFMT Only
MARR,gene:proph:163934,17,PostFMT Only
MARR,gene:proph:163935,17,PostFMT Only
MARR,gene:proph:163947,17,PostFMT Only
MARR,gene:proph:169106,17,PostFMT Only
MARR,gene:proph:169107,17,PostFMT Only
MARR,gene:proph:172429,17,PostFMT Only
MARR,gene:proph:172431,17,PostFMT Only
MARR,gene:proph:172441,17,PostFMT Only
MARR,gene:proph:172443,17,PostFMT Only
MARR,gene:proph:172449,17,PostFMT Only
MARR,gene:proph:172550,17,PostFMT Only
MARR,gene:proph:172551,17,PostFMT Only
MARR,gene:proph:173951,17,PostFMT Only
MARR,gene:proph:176709,17,PostFMT Only
MARR,gene:proph:176723,17,PostFMT Only
MARR,gene:proph:176724,17,PostFMT Only
MARR,gene:proph:176727,17,PostFMT Only
MARR,gene:proph:176732,17,PostFMT Only
MARR,gene:proph:176799,17,PostFMT Only
MARR,gene:proph:176800,17,PostFMT Only
MARR,gene:proph:176804,17,PostFMT Only
MARR,gene:proph:176810,17,PostFMT Only
MARR,gene:proph:176811,17,PostFMT Only
MARR,gene:proph:176812,17,PostFMT Only
MARR,gene:proph:176814,17,PostFMT Only
MARR,gene:proph:177484,17,PostFMT Only
MARR,gene:proph:177498,17,PostFMT Only
MARR,gene:proph:177501,17,PostFMT Only
MARR,gene:proph:177584,17,PostFMT Only
MARR,gene:proph:179244,17,PostFMT Only
MARR,gene:proph:179440,17,PostFMT Only
MARR,gene:proph:181132,17,PostFMT Only
MARR,gene:proph:181136,17,PostFMT Only
MARR,gene:proph:181137,17,PostFMT Only
MARR,gene:proph:181145,17,PostFMT Only
MARR,gene:proph:181296,17,PostFMT Only
MARR,gene:proph:182918,17,PostFMT Only
MARR,gene:vir:108417,17,PostFMT Only
MARR,gene:vir:108421,17,PostFMT Only
MARR,gene:vir:79536,17,PostFMT Only
MARR,gene:vir:79544,17,PostFMT Only
MDFA,gene:proph:163818,17,PostFMT Only
MEFE,gene:plasmid:141426,17,PostFMT Only
MERD,gene:plasmid:154098,17,PostFMT Only
MERR,gene:plasmid:127986,17,PostFMT Only
MERR,gene:plasmid:136305,17,PostFMT Only
MERR,gene:plasmid:15301,17,PostFMT Only
MERR,gene:plasmid:15302,17,PostFMT Only
MERR,gene:plasmid:87432,17,PostFMT Only
MGTA,gene:proph:169080,17,PostFMT Only
MNTH,gene:plasmid:134726,17,PostFMT Only
MNTP,gene:proph:183581,17,PostFMT Only
NCRA,gene:plasmid:87451,17,PostFMT Only
NCRA,gene:plasmid:87452,17,PostFMT Only
PCOA,gene:plasmid:88312,17,PostFMT Only
PCOE,gene:plasmid:123168,17,PostFMT Only
PCOE,gene:plasmid:123169,17,PostFMT Only
PCOE,gene:plasmid:123170,17,PostFMT Only
PCOE,gene:plasmid:123171,17,PostFMT Only
PCOE,gene:plasmid:123173,17,PostFMT Only
PCOE,gene:plasmid:123174,17,PostFMT Only
PCOE,gene:plasmid:123175,17,PostFMT Only
SILC,gene:plasmid:117744,17,PostFMT Only
SILC,gene:plasmid:117746,17,PostFMT Only
SILC,gene:plasmid:135994,17,PostFMT Only
SILC,gene:plasmid:136001,17,PostFMT Only
SILC,gene:plasmid:153905,17,PostFMT Only
SILC,gene:plasmid:153906,17,PostFMT Only
SILC,gene:plasmid:88444,17,PostFMT Only
SILC,gene:plasmid:91925,17,PostFMT Only
SILC,gene:plasmid:91966,17,PostFMT Only
SUGE,gene:proph:169080,17,PostFMT Only
TOLC,gene:plasmid:123257,17,PostFMT Only
YDEI,gene:proph:163928,17,PostFMT Only
YDEI,gene:proph:172449,17,PostFMT Only
YODB,gene:proph:163837,17,PostFMT Only
YODB,gene:proph:173445,17,PostFMT Only
YODB,gene:proph:176075,17,PostFMT Only
YODB,gene:proph:176780,17,PostFMT Only
YODB,gene:proph:181068,17,PostFMT Only
YODB,gene:proph:181069,17,PostFMT Only
YODB,gene:proph:181076,17,PostFMT Only
YODB,gene:proph:181080,17,PostFMT Only
YODB,gene:proph:181081,17,PostFMT Only
YODB,gene:proph:181082,17,PostFMT Only
YODB,gene:proph:181083,17,PostFMT Only
YODB,gene:proph:181084,17,PostFMT Only
YODB,gene:proph:181095,17,PostFMT Only
YODB,gene:proph:181096,17,PostFMT Only
YODB,gene:proph:181127,17,PostFMT Only
YODB,gene:proph:181173,17,PostFMT Only
YODB,gene:proph:181174,17,PostFMT Only
YODB,gene:proph:182924,17,PostFMT Only
YODB,gene:proph:182925,17,PostFMT Only
YODB,gene:proph:183542,17,PostFMT Only
YODB,gene:proph:183544,17,PostFMT Only
YODB,gene:proph:183545,17,PostFMT Only
YODB,gene:proph:183548,17,PostFMT Only
YODB,gene:proph:183552,17,PostFMT Only
YODB,gene:proph:183553,17,PostFMT Only
YODB,gene:vir:105373,17,PostFMT Only
YODB,gene:vir:4454,17,PostFMT Only
YODB,gene:vir:4515,17,PostFMT Only
YODB,gene:vir:4519,17,PostFMT Only
YODB,gene:vir:4520,17,PostFMT Only
YODB,gene:vir:4522,17,PostFMT Only
YODB,gene:vir:4559,17,PostFMT Only
YODB,gene:vir:5728,17,PostFMT Only
YODB,gene:vir:6079,17,PostFMT Only
YODB,gene:vir:98537,17,PostFMT Only
YODB,gene:vir:98552,17,PostFMT Only
YODB,gene:vir:98555,17,PostFMT Only
YODB,gene:vir:98566,17,PostFMT Only
ZNTR,gene:plasmid:151260,17,PostFMT Only
ZNUA,gene:proph:173413,17,PostFMT Only
ARSRM,gene:plasmid:77695,18,PostFMT Only
CORB,gene:proph:163976,18,PostFMT Only
DSBC,gene:plasmid:151300,18,PostFMT Only
DSBC,gene:plasmid:84614,18,PostFMT Only
DSBC,gene:plasmid:84622,18,PostFMT Only
FIEF,gene:plasmid:119871,18,PostFMT Only
FIEF,gene:plasmid:157741,18,PostFMT Only
MGTA,gene:vir:1321,18,PostFMT Only
NHAA,gene:proph:159046,18,PostFMT Only
NHAA,gene:proph:159047,18,PostFMT Only
NHAA,gene:proph:159063,18,PostFMT Only
NHAA,gene:proph:163832,18,PostFMT Only
NHAA,gene:proph:163940,18,PostFMT Only
NHAA,gene:proph:172451,18,PostFMT Only
NHAA,gene:proph:172454,18,PostFMT Only
NHAA,gene:proph:172459,18,PostFMT Only
NHAA,gene:proph:172465,18,PostFMT Only
NHAA,gene:proph:172473,18,PostFMT Only
NHAA,gene:proph:176086,18,PostFMT Only
NHAA,gene:proph:176711,18,PostFMT Only
NHAA,gene:proph:176715,18,PostFMT Only
NHAA,gene:proph:176716,18,PostFMT Only
NHAA,gene:proph:176718,18,PostFMT Only
NHAA,gene:proph:176720,18,PostFMT Only
NHAA,gene:proph:176747,18,PostFMT Only
NHAA,gene:proph:176775,18,PostFMT Only
NHAA,gene:proph:177548,18,PostFMT Only
NHAA,gene:proph:177552,18,PostFMT Only
NHAA,gene:proph:177557,18,PostFMT Only
NHAA,gene:proph:179433,18,PostFMT Only
NHAA,gene:proph:179434,18,PostFMT Only
NHAA,gene:proph:179446,18,PostFMT Only
NHAA,gene:proph:179453,18,PostFMT Only
NHAA,gene:proph:179456,18,PostFMT Only
NHAA,gene:proph:179460,18,PostFMT Only
NHAA,gene:proph:179464,18,PostFMT Only
NHAA,gene:proph:179467,18,PostFMT Only
NHAA,gene:proph:179468,18,PostFMT Only
NHAA,gene:proph:179469,18,PostFMT Only
NHAA,gene:proph:179470,18,PostFMT Only
NHAA,gene:proph:179475,18,PostFMT Only
NHAA,gene:proph:179485,18,PostFMT Only
NHAA,gene:proph:181087,18,PostFMT Only
NHAA,gene:proph:181109,18,PostFMT Only
NHAA,gene:proph:181110,18,PostFMT Only
NHAA,gene:proph:181113,18,PostFMT Only
NHAA,gene:proph:181304,18,PostFMT Only
NHAA,gene:proph:181307,18,PostFMT Only
NHAA,gene:proph:182915,18,PostFMT Only
NHAA,gene:proph:182916,18,PostFMT Only
NHAA,gene:proph:182917,18,PostFMT Only
NHAA,gene:proph:182930,18,PostFMT Only
NHAA,gene:vir:3418,18,PostFMT Only
NHAA,gene:vir:3419,18,PostFMT Only
NHAA,gene:vir:3429,18,PostFMT Only
NHAA,gene:vir:3433,18,PostFMT Only
NHAA,gene:vir:3434,18,PostFMT Only
NHAA,gene:vir:79542,18,PostFMT Only
NHAA,gene:vir:79572,18,PostFMT Only
NHAA,gene:vir:79577,18,PostFMT Only
NMPC,gene:proph:163837,18,PostFMT Only
OMPA,gene:proph:183644,18,PostFMT Only
YDEI,gene:proph:163928,18,PostFMT Only
ACRS,gene:proph:163818,19,PostFMT Only
ANT6,gene:plasmid:15664,19,PostFMT Only
CHAA,gene:proph:172517,19,PostFMT Only
CHAA,gene:proph:172518,19,PostFMT Only
CHAA,gene:proph:172519,19,PostFMT Only
CHAA,gene:proph:172520,19,PostFMT Only
CHAA,gene:proph:172521,19,PostFMT Only
CHAA,gene:proph:172522,19,PostFMT Only
CHAA,gene:proph:172523,19,PostFMT Only
CHAA,gene:proph:172524,19,PostFMT Only
COPA,gene:plasmid:123175,19,PostFMT Only
COPA,gene:plasmid:88435,19,PostFMT Only
COPA,gene:plasmid:88436,19,PostFMT Only
COPA,gene:plasmid:88437,19,PostFMT Only
COPA,gene:vir:108727,19,PostFMT Only
COPA,gene:vir:108728,19,PostFMT Only
CORA,gene:proph:159396,19,PostFMT Only
CORB,gene:plasmid:123353,19,PostFMT Only
CORB,gene:plasmid:24510,19,PostFMT Only
CORB,gene:proph:163976,19,PostFMT Only
CORB,gene:proph:183019,19,PostFMT Only
CRP,gene:plasmid:120162,19,PostFMT Only
CUSR,gene:plasmid:117449,19,PostFMT Only
DSBA,gene:plasmid:157741,19,PostFMT Only
DSBA,gene:proph:163815,19,PostFMT Only
DSBA,gene:vir:2046,19,PostFMT Only
DSBA,gene:vir:5718,19,PostFMT Only
DSBA,gene:vir:5719,19,PostFMT Only
DSBA,gene:vir:5720,19,PostFMT Only
DSBA,gene:vir:5721,19,PostFMT Only
DSBA,gene:vir:5723,19,PostFMT Only
DSBA,gene:vir:5725,19,PostFMT Only
FECD,gene:proph:169111,19,PostFMT Only
FIEF,pENTAS02_1__CP003028,19,PostFMT Only
MARR,gene:plasmid:117704,19,PostFMT Only
MARR,gene:plasmid:117772,19,PostFMT Only
MARR,gene:plasmid:117783,19,PostFMT Only
MARR,gene:plasmid:24248,19,PostFMT Only
MARR,gene:plasmid:24249,19,PostFMT Only
MARR,gene:plasmid:88444,19,PostFMT Only
MARR,gene:proph:159063,19,PostFMT Only
MARR,gene:proph:159064,19,PostFMT Only
MARR,gene:proph:159065,19,PostFMT Only
MARR,gene:proph:159066,19,PostFMT Only
MARR,gene:proph:159069,19,PostFMT Only
MARR,gene:proph:159070,19,PostFMT Only
MARR,gene:proph:159071,19,PostFMT Only
MARR,gene:proph:159072,19,PostFMT Only
MARR,gene:proph:159074,19,PostFMT Only
MARR,gene:proph:163837,19,PostFMT Only
MARR,gene:proph:163918,19,PostFMT Only
MARR,gene:proph:163921,19,PostFMT Only
MARR,gene:proph:163927,19,PostFMT Only
MARR,gene:proph:163928,19,PostFMT Only
MARR,gene:proph:163929,19,PostFMT Only
MARR,gene:proph:163934,19,PostFMT Only
MARR,gene:proph:163938,19,PostFMT Only
MARR,gene:proph:163939,19,PostFMT Only
MARR,gene:proph:163940,19,PostFMT Only
MARR,gene:proph:163942,19,PostFMT Only
MARR,gene:proph:163946,19,PostFMT Only
MARR,gene:proph:163947,19,PostFMT Only
MARR,gene:proph:169100,19,PostFMT Only
MARR,gene:proph:169101,19,PostFMT Only
MARR,gene:proph:169106,19,PostFMT Only
MARR,gene:proph:172447,19,PostFMT Only
MARR,gene:proph:176720,19,PostFMT Only
MARR,gene:proph:176721,19,PostFMT Only
MARR,gene:proph:177474,19,PostFMT Only
MARR,gene:proph:177498,19,PostFMT Only
MARR,gene:proph:179464,19,PostFMT Only
MARR,gene:proph:181133,19,PostFMT Only
MARR,gene:proph:182915,19,PostFMT Only
MARR,gene:proph:182930,19,PostFMT Only
MARR,gene:proph:183581,19,PostFMT Only
MARR,gene:vir:1321,19,PostFMT Only
MEFA,ICEberg|65|CTnGERM1|GenBank...,19,PostFMT Only
MNTH,gene:proph:181243,19,PostFMT Only
MNTR,gene:proph:161580,19,PostFMT Only
MNTR,gene:proph:161581,19,PostFMT Only
MNTR,gene:proph:163818,19,PostFMT Only
MNTR,gene:proph:179390,19,PostFMT Only
MNTR,gene:proph:179393,19,PostFMT Only
MNTR,gene:proph:179395,19,PostFMT Only
MNTR,gene:proph:179396,19,PostFMT Only
MNTR,gene:proph:179426,19,PostFMT Only
MNTR,gene:proph:179429,19,PostFMT Only
MNTR,gene:proph:182947,19,PostFMT Only
MNTR,gene:proph:182973,19,PostFMT Only
MNTR,gene:proph:182980,19,PostFMT Only
MNTR,gene:proph:182981,19,PostFMT Only
MNTR,gene:proph:182983,19,PostFMT Only
MNTR,gene:proph:182984,19,PostFMT Only
MNTR,gene:proph:183644,19,PostFMT Only
MNTR,gene:vir:209,19,PostFMT Only
MODA,gene:proph:176712,19,PostFMT Only
MODA,gene:proph:177577,19,PostFMT Only
MODA,gene:vir:3484,19,PostFMT Only
MODA,gene:vir:3485,19,PostFMT Only
MODA,gene:vir:3486,19,PostFMT Only
MODA,gene:vir:3487,19,PostFMT Only
MPRF,gene:plasmid:14401,19,PostFMT Only
MPRF,gene:plasmid:14403,19,PostFMT Only
PCOA,gene:plasmid:147501,19,PostFMT Only
PCOA,gene:plasmid:88313,19,PostFMT Only
PITA,gene:plasmid:154099,19,PostFMT Only
PITA,gene:plasmid:154100,19,PostFMT Only
ROBA,gene:plasmid:142025,19,PostFMT Only
SILP,gene:plasmid:153903,19,PostFMT Only
SILP,gene:plasmid:155964,19,PostFMT Only
SUGE,gene:plasmid:109300,19,PostFMT Only
SULII,gene:plasmid:141250,19,PostFMT Only
SULII,gene:plasmid:19744,19,PostFMT Only
SULII,gene:plasmid:24263,19,PostFMT Only
VANHA,gene:plasmid:135622,19,PostFMT Only
VANRA,gene:plasmid:146021,19,PostFMT Only
ACRD,gene:vir:6834,20,PostFMT Only
ACRS,gene:plasmid:123257,20,PostFMT Only
ACRS,gene:proph:163818,20,PostFMT Only
ARNT,gene:plasmid:86276,20,PostFMT Only
ARSB,gene:plasmid:88361,20,PostFMT Only
ARSCM,gene:plasmid:88472,20,PostFMT Only
ARSRM,gene:plasmid:16011,20,PostFMT Only
ARSRM,gene:plasmid:24698,20,PostFMT Only
ARSRM,gene:plasmid:24699,20,PostFMT Only
ARSRM,gene:plasmid:88468,20,PostFMT Only
ARSRM,gene:proph:173723,20,PostFMT Only
ARSRM,gene:proph:184917,20,PostFMT Only
ARSRM,gene:proph:184921,20,PostFMT Only
ARSRM,gene:vir:101322,20,PostFMT Only
ARSRM,gene:vir:101355,20,PostFMT Only
ARSRM,gene:vir:101356,20,PostFMT Only
ARSRM,gene:vir:101391,20,PostFMT Only
ARSRM,gene:vir:101417,20,PostFMT Only
ASMA,gene:plasmid:120395,20,PostFMT Only
ASMA,gene:plasmid:21988,20,PostFMT Only
ASMA,gene:plasmid:21989,20,PostFMT Only
ASMA,gene:plasmid:93468,20,PostFMT Only
ASMA,gene:plasmid:93469,20,PostFMT Only
ASMA,gene:plasmid:93474,20,PostFMT Only
ASMA,gene:plasmid:93482,20,PostFMT Only
ASMA,gene:plasmid:93509,20,PostFMT Only
ASMA,gene:plasmid:93510,20,PostFMT Only
ASR,gene:plasmid:125744,20,PostFMT Only
ASR,gene:proph:163818,20,PostFMT Only
ASR,gene:proph:169464,20,PostFMT Only
ASR,gene:proph:169512,20,PostFMT Only
ASR,gene:proph:172517,20,PostFMT Only
BCR,gene:plasmid:123177,20,PostFMT Only
BCR,gene:proph:163837,20,PostFMT Only
COMR,gene:proph:172517,20,PostFMT Only
COMR,gene:proph:172518,20,PostFMT Only
COMR,gene:proph:172519,20,PostFMT Only
COMR,gene:proph:172520,20,PostFMT Only
COMR,gene:proph:172521,20,PostFMT Only
COMR,gene:proph:172522,20,PostFMT Only
COMR,gene:proph:172523,20,PostFMT Only
COMR,gene:proph:172524,20,PostFMT Only
CORA,gene:plasmid:121888,20,PostFMT Only
CORA,gene:plasmid:24561,20,PostFMT Only
CORA,gene:proph:159396,20,PostFMT Only
CORA,gene:proph:173949,20,PostFMT Only
CORA,gene:vir:101323,20,PostFMT Only
CORA,gene:vir:101325,20,PostFMT Only
CORA,gene:vir:101326,20,PostFMT Only
CORA,gene:vir:101327,20,PostFMT Only
CORA,gene:vir:101333,20,PostFMT Only
CORA,gene:vir:101336,20,PostFMT Only
CORA,gene:vir:101337,20,PostFMT Only
CORA,gene:vir:101338,20,PostFMT Only
CORA,gene:vir:101339,20,PostFMT Only
CORA,gene:vir:101358,20,PostFMT Only
CORA,gene:vir:101359,20,PostFMT Only
CORA,gene:vir:101366,20,PostFMT Only
CORA,gene:vir:101367,20,PostFMT Only
CORA,gene:vir:101368,20,PostFMT Only
CORA,gene:vir:101369,20,PostFMT Only
CORA,gene:vir:101370,20,PostFMT Only
CORA,gene:vir:101372,20,PostFMT Only
CORA,gene:vir:101382,20,PostFMT Only
CORA,gene:vir:101385,20,PostFMT Only
CORA,gene:vir:101387,20,PostFMT Only
CORA,gene:vir:101388,20,PostFMT Only
CORA,gene:vir:101393,20,PostFMT Only
CORA,gene:vir:101394,20,PostFMT Only
CORA,gene:vir:101397,20,PostFMT Only
CORA,gene:vir:101398,20,PostFMT Only
CORA,gene:vir:101399,20,PostFMT Only
CORA,gene:vir:101404,20,PostFMT Only
CORA,gene:vir:101410,20,PostFMT Only
CORA,gene:vir:101413,20,PostFMT Only
CORA,gene:vir:101419,20,PostFMT Only
CORA,gene:vir:101420,20,PostFMT Only
CORA,gene:vir:101424,20,PostFMT Only
CORA,gene:vir:101427,20,PostFMT Only
CORA,gene:vir:101428,20,PostFMT Only
CORA,p0111_1__AP010962,20,PostFMT Only
CORB,gene:proph:170541,20,PostFMT Only
CORB,gene:proph:170553,20,PostFMT Only
CORB,gene:proph:170558,20,PostFMT Only
CORB,gene:proph:170560,20,PostFMT Only
